coion,water,count,shell
0,6,0.5779180204948763,0-6
0,5,0.30794384737149044,0-5
1,4,0.04440556527534783,1-4
1,5,0.04369740898108806,1-5
0,7,0.0142464383904024,0-7
0,4,0.0054777972173623264,0-4
1,3,0.0026868282929267684,1-3
2,3,0.0015412813463300842,2-3
2,4,0.0009372656835791053,2-4
1,6,0.0008122969257685578,1-6
2,2,0.00020828126301757893,2-2
0,8,0.00012496875781054737,0-8
