# coordination number, free energy (kJ/mol), error (kJ/mol)
2.014999999999999680e+00 1.148482150745497421e+02 3.849270324577711011e-01
2.044999999999999929e+00 1.130123661425829198e+02 3.848686567369741240e-01
2.075000000000000178e+00 1.111369699660633756e+02 3.847808039712093398e-01
2.104999999999999982e+00 1.094522733149878349e+02 3.848479204214904636e-01
2.134999999999999787e+00 1.078989030269265896e+02 3.850171492091773451e-01
2.165000000000000036e+00 1.064585155050785374e+02 3.853716590112037932e-01
2.195000000000000284e+00 1.049002073906208210e+02 3.857097221641224150e-01
2.225000000000000089e+00 1.035445852967964981e+02 3.864669917416628242e-01
2.254999999999999893e+00 1.022152119761788498e+02 3.875755660022562332e-01
2.285000000000000142e+00 1.008404593473006230e+02 3.891943420680424870e-01
2.314999999999999947e+00 9.974379944847916590e+01 3.922790403425414074e-01
2.344999999999999751e+00 9.841533472282281991e+01 3.962622591072555989e-01
2.375000000000000000e+00 9.714098786042511335e+01 4.032050205435885881e-01
2.405000000000000249e+00 9.615129873783880043e+01 4.163047627879444268e-01
2.435000000000000053e+00 9.458261539739859813e+01 4.238436345710885900e-01
2.464999999999999858e+00 9.307103017674417345e+01 4.368124686252630173e-01
2.495000000000000107e+00 9.233899643732563334e+01 4.710675638236880847e-01
2.524999999999999911e+00 9.004631491756458672e+01 4.561553633663366081e-01
2.554999999999999716e+00 8.879448308342722385e+01 4.754948044242110483e-01
2.584999999999999964e+00 8.639602205498304954e+01 4.490984484971763391e-01
2.615000000000000213e+00 8.400612526568292537e+01 4.289843550233444769e-01
2.645000000000000018e+00 8.154165697348362585e+01 4.119830718221899057e-01
2.674999999999999822e+00 7.973374305769046089e+01 4.108741863815522088e-01
2.705000000000000071e+00 7.692394991957043260e+01 3.937362144829836264e-01
2.734999999999999876e+00 7.478692405431907275e+01 3.894293274334252875e-01
2.765000000000000124e+00 7.283559191024244228e+01 3.868320264591341151e-01
2.794999999999999929e+00 7.081350709549339228e+01 3.824518357338737018e-01
2.825000000000000178e+00 6.872208221700641673e+01 3.767523438181684114e-01
2.854999999999999982e+00 6.696611140125163786e+01 3.728056729816253689e-01
2.884999999999999787e+00 6.546333956270284204e+01 3.707584420392398550e-01
2.915000000000000036e+00 6.365874020106129194e+01 3.645348109528951941e-01
2.944999999999999840e+00 6.225148050431237579e+01 3.621526039833509736e-01
2.975000000000000089e+00 6.083970497623056417e+01 3.597690365291973946e-01
3.004999999999999893e+00 5.966671004816870294e+01 3.597591850435944427e-01
3.035000000000000142e+00 5.852546009743011268e+01 3.606480162647830445e-01
3.064999999999999947e+00 5.743226590151842714e+01 3.605349759202620130e-01
3.094999999999999751e+00 5.607870467875992659e+01 3.572531981174282278e-01
3.125000000000000000e+00 5.543540129482736489e+01 3.615250012426753923e-01
3.154999999999999805e+00 5.427111787018769462e+01 3.565350048126835203e-01
3.185000000000000053e+00 5.306543034763198108e+01 3.497606456349158788e-01
3.214999999999999858e+00 5.243579281865358155e+01 3.492290022006099837e-01
3.245000000000000107e+00 5.147376733645079128e+01 3.445072917505266341e-01
3.274999999999999911e+00 5.058729600723335551e+01 3.406591042706776373e-01
3.304999999999999716e+00 4.981530689565052228e+01 3.387466432465346400e-01
3.334999999999999964e+00 4.881592675283930305e+01 3.348501879110929447e-01
3.364999999999999769e+00 4.814528302761888767e+01 3.350287557090358970e-01
3.395000000000000018e+00 4.707105587921864043e+01 3.325295060183028339e-01
3.424999999999999822e+00 4.603886149975675579e+01 3.309438838978669972e-01
3.455000000000000071e+00 4.517456248568755939e+01 3.314894747075941561e-01
3.484999999999999876e+00 4.396353766600088875e+01 3.300303921816218899e-01
3.515000000000000124e+00 4.280315321639503878e+01 3.298546871677331960e-01
3.544999999999999929e+00 4.157967304721128698e+01 3.296857316999552978e-01
3.575000000000000178e+00 4.021027772144879719e+01 3.289451111184247267e-01
3.604999999999999982e+00 3.863573487231886361e+01 3.277202718420052507e-01
3.634999999999999787e+00 3.745926685651991761e+01 3.292718455864916960e-01
3.665000000000000036e+00 3.599399135542549999e+01 3.300532227577840372e-01
3.694999999999999840e+00 3.445785451183843406e+01 3.304353441895813148e-01
3.725000000000000089e+00 3.318829801241808752e+01 3.338197141419350644e-01
3.754999999999999893e+00 3.187923349707375564e+01 3.377260483428127791e-01
3.785000000000000142e+00 3.084776528066124612e+01 3.468273680033693851e-01
3.814999999999999947e+00 2.957917895722413348e+01 3.538177495038568598e-01
3.844999999999999751e+00 2.798060506548884874e+01 3.549099528319142327e-01
3.875000000000000000e+00 2.736518223602811517e+01 3.812195019273457164e-01
3.904999999999999805e+00 2.597242825167290192e+01 3.839551706590018654e-01
3.935000000000000053e+00 2.613151005721678288e+01 4.488161612872281769e-01
3.964999999999999858e+00 2.413712865079541814e+01 3.856473647233288893e-01
3.995000000000000107e+00 2.311747015949743300e+01 3.465588286551462005e-01
4.025000000000000355e+00 2.226505830004947839e+01 3.052368223166541106e-01
4.054999999999999716e+00 2.183981539186051535e+01 2.796947320693063399e-01
4.084999999999999964e+00 2.066493956568888990e+01 2.258107371011017495e-01
4.115000000000000213e+00 2.017303066696683800e+01 2.050997540187861623e-01
4.144999999999999574e+00 1.959893989144647009e+01 1.862525897053629031e-01
4.174999999999999822e+00 1.883669258013639336e+01 1.684441647454976987e-01
4.205000000000000071e+00 1.839448058195758762e+01 1.605456037691886662e-01
4.234999999999999432e+00 1.769946108900511206e+01 1.512507864560865556e-01
4.264999999999999680e+00 1.726904588875644819e+01 1.476563812233344375e-01
4.294999999999999929e+00 1.690981911776278324e+01 1.461832630237544506e-01
4.325000000000000178e+00 1.637740165025037697e+01 1.437372270519179651e-01
